Index,Value
1,248.4
2,223.2
3,190.8
4,198.0
5,190.8
6,187.2
7,176.4
8,198.0
9,212.4
10,219.6
11,259.2
12,262.8
13,291.6
14,320.4
15,374.4
16,439.2
17,424.8
18,453.6
19,514.8
20,478.8
21,442.8
22,435.6
23,511.2
24,435.6
25,424.8
26,414.0
27,414.0
28,388.8
29,388.8
30,363.6
31,367.2
32,367.2
33,342.0
34,324.0
35,356.4
36,356.4
37,367.2
38,385.2
39,414.0
40,370.8
41,406.8
42,388.8
43,363.6
44,385.2
45,381.6
46,345.6
47,327.6
48,270.0
49,270.0
50,226.8
51,230.4
52,198.0
53,205.2
54,180.0
55,198.0
56,212.4
57,201.6
58,208.8
59,266.4
60,291.6
61,313.2
62,338.4
63,360.0
64,406.8
65,399.6
66,403.2
67,410.4
68,450.0
69,478.8
70,507.6
71,460.8
72,388.8
73,478.8
74,442.8
75,399.6
76,367.2
77,356.4
78,349.2
79,349.2
80,342.0
81,334.8
82,385.2
83,363.6
84,367.2
85,374.4
86,410.4
87,428.4
88,410.4
89,414.0
90,367.2
91,360.0
92,378.0
93,367.2
94,320.4
95,324.0
96,291.6
97,277.2
98,234.0
99,212.4
100,194.4
101,205.2
102,187.2
103,198.0
104,208.8
105,226.8
106,259.2
107,298.8
108,270.0
109,331.2
110,360.0
111,334.8
112,374.4
113,442.8
114,392.4
115,464.4
116,417.6
117,399.6
118,446.4
119,442.8
120,460.8
121,396.0
122,450.0
123,385.2
124,403.2
125,399.6
126,406.8
127,360.0
128,363.6
129,388.8
130,385.2
131,381.6
132,356.4
133,388.8
134,432.0
135,396.0
136,417.6
137,374.4
138,403.2
139,396.0
140,396.0
141,356.4
142,352.8
143,324.0
144,342.0
145,270.0
146,230.4
147,244.8
148,190.8
149,194.4
150,165.6
151,187.2
152,198.0
153,212.4
154,234.0
155,288.0
156,309.6
157,316.8
158,360.0
159,363.6
160,410.4
161,388.8
162,439.2
163,482.4
164,475.2
165,439.2
166,460.8
167,446.4
168,428.4
169,421.2
170,392.4
171,367.2
172,370.8
173,374.4
174,378.0
175,367.2
176,378.0
177,352.8
178,374.4
179,399.6
180,403.2
181,421.2
182,410.4
183,446.4
184,421.2
185,388.8
186,442.8
187,381.6
188,356.4
189,392.4
190,360.0
191,334.8
192,295.2
193,277.2
194,259.2
195,208.8
196,223.2
197,216.0
198,190.8
199,187.2
200,212.4
201,241.2
202,259.2
203,259.2
204,320.4
205,306.0
206,374.4
207,410.4
208,435.6
209,525.6
210,464.4
211,540.0
212,496.8
213,493.2
214,482.4
215,453.6
216,493.2
217,439.2
218,457.2
219,432.0
220,421.2
221,392.4
222,378.0
223,331.2
224,406.8
225,388.8
226,392.4
227,396.0
228,374.4
229,385.2
230,414.0
231,421.2
232,421.2
233,381.6
234,399.6
235,399.6
236,363.6
237,334.8
238,342.0
239,338.4
240,327.6
241,291.6
242,266.4
243,252.0
244,255.6
245,237.6
246,216.0
247,201.6
248,205.2
249,212.4
250,212.4
251,234.0
252,234.0
253,277.2
254,313.2
255,313.2
256,356.4
257,367.2
258,406.8
259,421.2
260,453.6
261,457.2
262,417.6
263,475.2
264,403.2
265,428.4
266,424.8
267,457.2
268,410.4
269,414.0
270,406.8
271,432.0
272,360.0
273,381.6
274,406.8
275,406.8
276,385.2
277,421.2
278,388.8
279,378.0
280,388.8
281,356.4
282,338.4
283,374.4
284,342.0
285,320.4
286,277.2
287,284.4
288,273.6
289,244.8
290,241.2
291,244.8
292,226.8
293,226.8
294,216.0
295,219.6
296,216.0
297,194.4
298,205.2
299,212.4
300,244.8
301,226.8
302,259.2
303,270.0
304,306.0
305,306.0
306,360.0
307,349.2
308,327.6
309,435.6
310,417.6
311,406.8
312,388.8
313,432.0
314,421.2
315,352.8
316,363.6
317,370.8
318,370.8
319,363.6
320,338.4
321,370.8
322,352.8
323,345.6
324,396.0
325,381.6
326,360.0
327,352.8
328,392.4
329,410.4
330,352.8
331,338.4
332,381.6
333,334.8
334,331.2
335,288.0
336,295.2
337,252.0
338,252.0
339,212.4
340,201.6
341,190.8
342,187.2
343,176.4
344,194.4
345,226.8
346,241.2
347,259.2
348,309.6
349,306.0
350,360.0
351,385.2
352,388.8
353,432.0
354,453.6
355,475.2
356,471.6
357,550.8
358,457.2
359,529.2
360,471.6
361,396.0
362,453.6
363,403.2
364,392.4
365,352.8
366,381.6
367,352.8
368,352.8
369,374.4
370,345.6
371,331.2
372,385.2
373,378.0
374,378.0
375,388.8
376,442.8
377,428.4
378,435.6
379,417.6
380,378.0
381,363.6
382,360.0
383,331.2
384,342.0
385,259.2
386,266.4
387,223.2
388,212.4
389,198.0
390,194.4
391,180.0
392,194.4
393,212.4
394,226.8
395,248.4
396,288.0
397,334.8
398,338.4
399,392.4
400,356.4
401,406.8
402,428.4
403,464.4
404,486.0
405,489.6
406,464.4
407,464.4
408,435.6
409,428.4
410,424.8
411,396.0
412,385.2
413,352.8
414,363.6
415,360.0
416,345.6
417,327.6
418,396.0
419,367.2
420,374.4
421,385.2
422,378.0
423,424.8
424,439.2
425,406.8
426,399.6
427,421.2
428,410.4
429,356.4
430,327.6
431,277.2
432,306.0
433,273.6
434,241.2
435,201.6
436,208.8
437,205.2
438,183.6
439,201.6
440,201.6
441,226.8
442,244.8
443,255.6
444,327.6
445,298.8
446,356.4
447,370.8
448,385.2
449,453.6
450,460.8
451,432.0
452,482.4
453,453.6
454,453.6
455,403.2
456,428.4
457,428.4
458,399.6
459,435.6
460,432.0
461,381.6
462,374.4
463,396.0
464,388.8
465,360.0
466,406.8
467,392.4
468,374.4
469,417.6
470,378.0
471,417.6
472,392.4
473,392.4
474,424.8
475,396.0
476,396.0
477,363.6
478,345.6
479,338.4
480,298.8
481,244.8
482,241.2
483,226.8
484,208.8
485,190.8
486,190.8
487,216.0
488,208.8
489,219.6
490,244.8
491,291.6
492,273.6
493,327.6
494,374.4
495,403.2
496,385.2
497,424.8
498,460.8
499,432.0
500,432.0
501,493.2
502,446.4
503,460.8
504,410.4
505,478.8
506,388.8
507,396.0
508,342.0
509,388.8
510,363.6
511,370.8
512,342.0
513,392.4
514,399.6
515,385.2
516,367.2
517,414.0
518,352.8
519,403.2
520,403.2
521,417.6
522,432.0
523,406.8
524,381.6
525,392.4
526,381.6
527,331.2
528,306.0
529,291.6
530,252.0
531,234.0
532,208.8
533,216.0
534,194.4
535,180.0
536,216.0
537,252.0
538,259.2
539,288.0
540,327.6
541,360.0
542,378.0
543,421.2
544,428.4
545,453.6
546,529.2
547,532.8
548,525.6
549,504.0
550,511.2
551,500.4
552,442.8
553,471.6
554,471.6
555,428.4
556,424.8
557,442.8
558,403.2
559,374.4
560,360.0
561,396.0
562,406.8
563,410.4
564,399.6
565,406.8
566,424.8
567,446.4
568,367.2
569,385.2
570,406.8
571,374.4
572,374.4
573,367.2
574,363.6
575,313.2
576,306.0
577,266.4
578,277.2
579,262.8
580,226.8
581,230.4
582,201.6
583,201.6
584,216.0
585,226.8
586,216.0
587,244.8
588,259.2
589,302.4
590,302.4
591,313.2
592,352.8
