Index,Value
1,180.0
2,151.2
3,133.2
4,118.8
5,108.0
6,104.4
7,108.0
8,118.8
9,126.0
10,147.6
11,165.6
12,190.8
13,234.0
14,234.0
15,273.6
16,309.6
17,324.0
18,327.6
19,370.8
20,338.4
21,396.0
22,385.2
23,392.4
24,378.0
25,338.4
26,327.6
27,288.0
28,284.4
29,248.4
30,262.8
31,270.0
32,237.6
33,266.4
34,255.6
35,244.8
36,291.6
37,273.6
38,262.8
39,313.2
40,280.8
41,284.4
42,295.2
43,302.4
44,288.0
45,262.8
46,230.4
47,226.8
48,198.0
49,180.0
50,169.2
51,129.6
52,122.4
53,126.0
54,108.0
55,104.4
56,115.2
57,133.2
58,144.0
59,180.0
60,198.0
61,223.2
62,234.0
63,252.0
64,295.2
65,313.2
66,324.0
67,352.8
68,334.8
69,345.6
70,367.2
71,342.0
72,316.8
73,338.4
74,280.8
75,295.2
76,291.6
77,288.0
78,262.8
79,273.6
80,277.2
81,262.8
82,266.4
83,270.0
84,270.0
85,284.4
86,280.8
87,306.0
88,291.6
89,298.8
90,302.4
91,288.0
92,284.4
93,244.8
94,248.4
95,230.4
96,198.0
97,180.0
98,162.0
99,133.2
100,122.4
101,118.8
102,111.6
103,111.6
104,118.8
105,133.2
106,162.0
107,183.6
108,198.0
109,226.8
110,248.4
111,277.2
112,313.2
113,320.4
114,360.0
115,352.8
116,334.8
117,331.2
118,342.0
119,360.0
120,331.2
121,309.6
122,320.4
123,302.4
124,306.0
125,291.6
126,262.8
127,295.2
128,266.4
129,270.0
130,291.6
131,277.2
132,284.4
133,270.0
134,302.4
135,320.4
136,295.2
137,298.8
138,306.0
139,280.8
140,284.4
141,288.0
142,255.6
143,219.6
144,190.8
145,176.4
146,162.0
147,151.2
148,126.0
149,111.6
150,118.8
151,104.4
152,126.0
153,133.2
154,154.8
155,180.0
156,212.4
157,248.4
158,270.0
159,262.8
160,313.2
161,309.6
162,331.2
163,342.0
164,349.2
165,352.8
166,331.2
167,309.6
168,338.4
169,295.2
170,298.8
171,306.0
172,288.0
173,288.0
174,280.8
175,266.4
176,288.0
177,266.4
178,277.2
179,309.6
180,266.4
181,280.8
182,306.0
183,284.4
184,309.6
185,327.6
186,295.2
187,298.8
188,244.8
189,262.8
190,259.2
191,219.6
192,201.6
193,172.8
194,154.8
195,140.4
196,129.6
197,118.8
198,118.8
199,122.4
200,118.8
201,140.4
202,169.2
203,183.6
204,223.2
205,259.2
206,288.0
207,327.6
208,324.0
209,363.6
210,403.2
211,378.0
212,410.4
213,381.6
214,417.6
215,396.0
216,370.8
217,392.4
218,334.8
219,324.0
220,309.6
221,320.4
222,277.2
223,298.8
224,316.8
225,280.8
226,291.6
227,306.0
228,306.0
229,291.6
230,306.0
231,273.6
232,298.8
233,309.6
234,302.4
235,280.8
236,266.4
237,255.6
238,234.0
239,234.0
240,212.4
241,190.8
242,176.4
243,172.8
244,133.2
245,122.4
246,133.2
247,136.8
248,126.0
249,122.4
250,140.4
251,144.0
252,180.0
253,198.0
254,226.8
255,212.4
256,241.2
257,270.0
258,313.2
259,338.4
260,306.0
261,327.6
262,338.4
263,316.8
264,331.2
265,324.0
266,320.4
267,291.6
268,313.2
269,291.6
270,284.4
271,284.4
272,284.4
273,298.8
274,288.0
275,302.4
276,320.4
277,302.4
278,277.2
279,331.2
280,295.2
281,298.8
282,259.2
283,248.4
284,230.4
285,226.8
286,219.6
287,190.8
288,183.6
289,183.6
290,169.2
291,158.4
292,144.0
293,136.8
294,133.2
295,122.4
296,118.8
297,126.0
298,133.2
299,140.4
300,136.8
301,158.4
302,187.2
303,172.8
304,198.0
305,237.6
306,262.8
307,273.6
308,270.0
309,302.4
310,280.8
311,298.8
312,291.6
313,313.2
314,295.2
315,280.8
316,284.4
317,291.6
318,270.0
319,259.2
320,241.2
321,266.4
322,273.6
323,237.6
324,262.8
325,295.2
326,270.0
327,291.6
328,280.8
329,291.6
330,270.0
331,284.4
332,259.2
333,244.8
334,259.2
335,205.2
336,194.4
337,180.0
338,147.6
339,133.2
340,122.4
341,111.6
342,108.0
343,108.0
344,122.4
345,129.6
346,147.6
347,158.4
348,187.2
349,223.2
350,226.8
351,288.0
352,280.8
353,349.2
354,342.0
355,352.8
356,349.2
357,345.6
358,331.2
359,414.0
360,374.4
361,331.2
362,288.0
363,298.8
364,302.4
365,255.6
366,266.4
367,244.8
368,255.6
369,241.2
370,223.2
371,252.0
