Index,Value
1,75.6
2,61.2
3,61.2
4,54.0
5,50.4
6,50.4
7,50.4
8,54.0
9,54.0
10,57.6
11,64.8
12,79.2
13,86.4
14,93.6
15,100.8
16,115.2
17,126.0
18,129.6
19,136.8
20,140.4
21,133.2
22,133.2
23,133.2
24,133.2
25,129.6
26,133.2
27,122.4
28,111.6
29,108.0
30,104.4
31,104.4
32,100.8
33,100.8
34,100.8
35,100.8
36,108.0
37,111.6
38,108.0
39,126.0
40,122.4
41,122.4
42,118.8
43,118.8
44,118.8
45,111.6
46,104.4
47,93.6
48,82.8
49,79.2
50,75.6
51,61.2
52,57.6
53,54.0
54,50.4
55,50.4
56,54.0
57,57.6
58,57.6
59,68.4
60,75.6
61,86.4
62,93.6
63,108.0
64,111.6
65,118.8
66,129.6
67,129.6
68,140.4
69,136.8
70,133.2
71,129.6
72,126.0
73,122.4
74,122.4
75,118.8
76,115.2
77,104.4
78,104.4
79,100.8
80,100.8
81,111.6
82,104.4
83,108.0
84,111.6
85,111.6
86,115.2
87,122.4
88,122.4
89,126.0
90,122.4
91,115.2
92,118.8
93,104.4
94,104.4
95,93.6
96,82.8
97,75.6
98,68.4
99,61.2
100,57.6
101,54.0
102,50.4
103,54.0
104,54.0
105,61.2
106,64.8
107,72.0
108,82.8
109,93.6
110,97.2
111,100.8
112,115.2
113,126.0
114,126.0
115,129.6
116,136.8
117,129.6
118,136.8
119,136.8
120,122.4
121,126.0
122,126.0
123,118.8
124,118.8
125,111.6
126,108.0
127,104.4
128,111.6
129,111.6
130,108.0
131,108.0
132,115.2
133,118.8
134,115.2
135,118.8
136,122.4
137,115.2
138,122.4
139,118.8
140,115.2
141,104.4
142,104.4
143,90.0
144,90.0
145,82.8
146,68.4
147,64.8
148,57.6
149,54.0
150,50.4
151,54.0
152,54.0
153,57.6
154,68.4
155,68.4
156,79.2
157,90.0
158,104.4
159,108.0
160,111.6
161,122.4
162,122.4
163,133.2
164,129.6
165,136.8
166,133.2
167,129.6
168,126.0
169,122.4
170,115.2
171,111.6
172,115.2
173,115.2
174,111.6
175,111.6
176,111.6
177,111.6
178,108.0
179,111.6
180,108.0
181,118.8
182,118.8
183,118.8
184,115.2
185,118.8
186,122.4
187,118.8
188,108.0
189,111.6
190,100.8
191,97.2
192,86.4
193,82.8
194,72.0
195,64.8
196,57.6
197,57.6
198,54.0
199,54.0
200,57.6
201,61.2
202,72.0
203,79.2
204,93.6
205,97.2
206,115.2
207,118.8
208,133.2
209,140.4
210,144.0
211,158.4
212,158.4
213,151.2
214,136.8
215,144.0
216,140.4
217,133.2
218,129.6
219,122.4
220,122.4
221,122.4
222,115.2
223,118.8
224,111.6
225,111.6
226,111.6
227,118.8
228,126.0
229,118.8
230,111.6
231,118.8
232,118.8
233,111.6
234,122.4
235,115.2
236,115.2
237,108.0
238,104.4
239,97.2
240,93.6
241,86.4
242,79.2
243,72.0
244,64.8
245,57.6
246,57.6
247,54.0
248,54.0
249,57.6
250,61.2
251,64.8
252,72.0
253,75.6
254,82.8
255,93.6
256,100.8
257,104.4
258,111.6
259,118.8
260,122.4
261,129.6
262,129.6
263,129.6
264,129.6
265,122.4
266,122.4
267,122.4
268,115.2
269,118.8
270,115.2
271,111.6
272,111.6
273,115.2
274,115.2
275,115.2
276,122.4
277,115.2
278,111.6
279,115.2
280,111.6
281,111.6
282,108.0
283,104.4
284,100.8
285,93.6
286,93.6
287,82.8
288,82.8
289,75.6
290,72.0
291,64.8
292,61.2
293,61.2
294,57.6
295,54.0
296,54.0
297,54.0
298,57.6
299,57.6
300,61.2
301,68.4
302,72.0
303,75.6
304,79.2
305,90.0
306,100.8
307,100.8
308,111.6
309,111.6
310,115.2
311,118.8
312,118.8
313,115.2
314,118.8
315,111.6
316,118.8
317,111.6
318,108.0
319,108.0
320,108.0
321,104.4
322,104.4
323,104.4
324,111.6
325,108.0
326,115.2
327,111.6
328,115.2
329,115.2
330,118.8
331,111.6
332,108.0
333,104.4
334,97.2
335,90.0
336,82.8
337,75.6
338,68.4
339,61.2
340,57.6
341,50.4
342,50.4
343,50.4
344,50.4
345,57.6
346,64.8
347,72.0
348,79.2
349,82.8
350,97.2
351,108.0
352,115.2
353,126.0
354,129.6
355,144.0
356,140.4
357,136.8
358,144.0
359,144.0
360,136.8
361,129.6
362,122.4
363,122.4
364,118.8
365,104.4
366,104.4
367,104.4
368,104.4
369,100.8
370,100.8
371,108.0
372,100.8
373,111.6
374,115.2
375,122.4
376,118.8
377,118.8
378,122.4
379,115.2
380,118.8
381,111.6
382,100.8
383,93.6
384,86.4
385,82.8
386,68.4
387,61.2
388,57.6
389,54.0
390,50.4
391,54.0
392,54.0
393,57.6
394,64.8
395,75.6
396,82.8
397,82.8
398,97.2
399,108.0
400,111.6
401,122.4
402,122.4
403,133.2
404,133.2
405,136.8
406,136.8
407,133.2
408,136.8
409,133.2
410,122.4
411,122.4
412,111.6
413,111.6
414,108.0
415,104.4
416,100.8
417,108.0
418,108.0
419,108.0
420,118.8
421,115.2
422,122.4
423,129.6
424,126.0
425,122.4
426,122.4
427,129.6
428,118.8
429,108.0
430,100.8
431,97.2
432,86.4
433,75.6
434,64.8
435,61.2
436,57.6
437,54.0
438,50.4
439,50.4
440,54.0
441,61.2
442,68.4
443,72.0
444,82.8
445,97.2
446,104.4
447,108.0
448,118.8
449,122.4
450,126.0
451,129.6
452,129.6
453,133.2
454,133.2
455,133.2
456,136.8
457,133.2
458,118.8
459,122.4
460,122.4
461,118.8
462,115.2
463,108.0
464,104.4
465,118.8
466,104.4
467,111.6
468,115.2
469,118.8
470,118.8
471,129.6
472,122.4
473,122.4
474,122.4
475,122.4
476,118.8
477,111.6
478,100.8
479,97.2
480,90.0
481,79.2
482,72.0
483,64.8
484,57.6
485,50.4
486,50.4
487,50.4
488,54.0
489,61.2
490,68.4
491,75.6
492,79.2
493,93.6
494,97.2
495,104.4
496,122.4
497,126.0
498,136.8
499,126.0
500,129.6
501,136.8
502,136.8
503,133.2
504,129.6
505,122.4
506,118.8
507,118.8
508,115.2
509,111.6
510,108.0
511,115.2
512,111.6
513,108.0
514,108.0
515,115.2
516,118.8
517,118.8
518,118.8
519,122.4
520,118.8
521,122.4
522,122.4
523,118.8
524,111.6
525,108.0
526,104.4
527,93.6
528,86.4
529,82.8
530,72.0
531,64.8
532,61.2
533,54.0
534,54.0
535,54.0
536,57.6
537,64.8
538,68.4
539,82.8
540,93.6
541,100.8
542,118.8
543,122.4
544,129.6
545,136.8
546,154.8
547,151.2
548,154.8
549,154.8
550,151.2
551,144.0
552,136.8
553,136.8
554,126.0
555,129.6
556,122.4
557,115.2
558,111.6
559,111.6
560,118.8
561,118.8
562,118.8
563,118.8
564,126.0
565,122.4
566,118.8
567,122.4
568,122.4
569,122.4
570,118.8
571,111.6
572,111.6
573,104.4
574,104.4
575,97.2
576,90.0
577,82.8
578,79.2
579,72.0
580,68.4
581,61.2
582,61.2
583,57.6
584,57.6
585,57.6
586,57.6
587,64.8
588,72.0
589,75.6
590,86.4
591,97.2
592,104.4
593,108.0
594,118.8
595,118.8
596,126.0
597,126.0
598,129.6
599,133.2
600,136.8
601,133.2
602,129.6
603,126.0
604,126.0
605,118.8
606,118.8
607,115.2
608,118.8
609,118.8
610,122.4
611,118.8
612,115.2
613,126.0
614,111.6
615,115.2
616,111.6
617,111.6
618,108.0
619,104.4
620,97.2
621,97.2
622,86.4
623,86.4
624,82.8
625,79.2
626,75.6
627,64.8
628,64.8
629,68.4
630,57.6
631,54.0
632,57.6
633,57.6
634,57.6
635,54.0
636,64.8
637,68.4
638,72.0
639,79.2
640,82.8
641,93.6
642,97.2
643,104.4
644,104.4
645,111.6
646,115.2
647,126.0
648,118.8
649,118.8
650,118.8
651,122.4
652,115.2
653,108.0
654,115.2
655,108.0
656,100.8
657,108.0
658,104.4
659,104.4
660,108.0
661,115.2
662,115.2
663,111.6
664,115.2
665,118.8
666,115.2
667,115.2
668,108.0
669,100.8
670,93.6
671,90.0
672,86.4
673,72.0
674,72.0
675,61.2
676,57.6
677,54.0
678,50.4
679,50.4
680,54.0
681,57.6
682,64.8
683,72.0
684,79.2
685,86.4
686,100.8
687,111.6
688,122.4
689,129.6
