Index,Value
1,50.4
2,43.2
3,39.6
4,36.0
5,32.4
6,28.8
7,25.2
8,28.8
9,36.0
10,43.2
11,50.4
12,50.4
13,57.6
14,68.4
15,86.4
16,93.6
17,86.4
18,93.6
19,111.6
20,108.0
21,108.0
22,108.0
23,93.6
24,97.2
25,104.4
26,104.4
27,93.6
28,86.4
29,79.2
30,82.8
31,79.2
32,75.6
33,79.2
34,64.8
35,79.2
36,75.6
37,82.8
38,75.6
39,90.0
40,100.8
41,104.4
42,90.0
43,90.0
44,90.0
45,75.6
46,79.2
47,72.0
48,57.6
49,57.6
50,46.8
51,36.0
52,36.0
53,32.4
54,25.2
55,28.8
56,28.8
57,36.0
58,39.6
59,43.2
60,54.0
61,68.4
62,72.0
63,86.4
64,86.4
65,90.0
66,90.0
67,97.2
68,115.2
69,104.4
70,108.0
71,111.6
72,104.4
73,97.2
74,97.2
75,93.6
76,79.2
77,75.6
78,79.2
79,72.0
80,72.0
81,79.2
82,82.8
83,82.8
84,86.4
85,82.8
86,90.0
87,90.0
88,90.0
89,93.6
90,97.2
91,82.8
92,82.8
93,79.2
94,75.6
95,75.6
96,61.2
97,50.4
98,43.2
99,39.6
100,32.4
101,28.8
102,28.8
103,32.4
104,28.8
105,36.0
106,43.2
107,50.4
108,61.2
109,68.4
110,68.4
111,68.4
112,97.2
113,93.6
114,93.6
115,100.8
116,108.0
117,93.6
118,108.0
119,111.6
120,104.4
121,97.2
122,104.4
123,100.8
124,90.0
125,86.4
126,82.8
127,75.6
128,75.6
129,93.6
130,86.4
131,79.2
132,86.4
133,86.4
134,97.2
135,97.2
136,86.4
137,93.6
138,93.6
139,90.0
140,90.0
141,82.8
142,79.2
143,75.6
144,61.2
145,54.0
146,43.2
147,36.0
148,32.4
149,32.4
150,28.8
151,28.8
152,28.8
153,39.6
154,39.6
155,50.4
156,57.6
157,64.8
158,75.6
159,82.8
160,86.4
161,97.2
162,100.8
163,93.6
164,111.6
165,104.4
166,104.4
167,108.0
168,97.2
169,97.2
170,86.4
171,86.4
172,82.8
173,79.2
174,90.0
175,82.8
176,79.2
177,86.4
178,82.8
179,79.2
180,86.4
181,97.2
182,93.6
183,93.6
184,90.0
185,108.0
186,97.2
187,100.8
188,86.4
189,86.4
190,79.2
191,68.4
192,61.2
193,54.0
194,46.8
195,39.6
196,36.0
197,32.4
198,32.4
199,32.4
200,32.4
201,39.6
202,50.4
203,57.6
204,61.2
205,72.0
206,90.0
207,97.2
208,100.8
209,104.4
210,118.8
211,122.4
212,115.2
213,115.2
214,122.4
215,111.6
216,97.2
217,97.2
218,108.0
219,93.6
220,90.0
221,90.0
222,97.2
223,93.6
224,86.4
225,90.0
226,82.8
227,93.6
228,97.2
229,90.0
230,90.0
