Index,Value
1,964.8
2,846.0
3,781.2
4,694.8
5,662.4
6,637.2
7,637.2
8,676.8
9,745.2
10,810.0
11,932.4
12,1011.6
13,1191.6
14,1321.2
15,1479.6
16,1598.4
17,1789.2
18,1875.6
19,1918.8
20,1962.0
21,2016.0
22,1951.2
23,1936.8
24,1940.4
25,1904.4
26,1800.0
27,1710.0
28,1634.4
29,1526.4
30,1490.4
31,1425.6
32,1386.0
33,1375.2
34,1400.4
35,1458.0
36,1486.8
37,1515.6
38,1584.0
39,1616.4
40,1627.2
41,1674.0
42,1656.0
43,1594.8
44,1537.2
45,1537.2
46,1375.2
47,1281.6
48,1134.0
49,1029.6
50,896.4
51,820.8
52,723.6
53,662.4
54,662.4
55,662.4
56,684.0
57,734.4
58,835.2
59,921.6
60,1090.8
61,1198.8
62,1371.6
63,1468.8
64,1573.2
65,1659.6
66,1825.2
67,1828.8
68,1854.0
69,1940.4
70,1893.6
71,1850.4
72,1785.6
73,1731.6
74,1692.0
75,1612.8
76,1602.0
77,1512.0
78,1512.0
79,1436.4
80,1443.6
81,1422.0
82,1472.4
83,1508.4
84,1548.0
85,1605.6
86,1695.6
87,1702.8
88,1702.8
89,1724.4
90,1735.2
91,1674.0
92,1580.4
93,1490.4
94,1389.6
95,1213.2
96,1137.6
97,997.2
98,882.0
99,799.2
100,734.4
101,694.8
102,637.2
103,651.6
104,712.8
105,777.6
106,867.6
107,975.6
108,1123.2
109,1288.8
110,1386.0
111,1508.4
112,1659.6
113,1695.6
114,1789.2
115,1861.2
116,1915.2
117,1929.6
118,1893.6
119,1922.4
120,1814.4
121,1839.6
122,1774.8
123,1710.0
124,1663.2
125,1602.0
126,1573.2
127,1544.4
128,1548.0
129,1555.2
130,1479.6
131,1587.6
132,1616.4
133,1594.8
134,1616.4
135,1688.4
136,1670.4
137,1684.8
138,1659.6
139,1598.4
140,1551.6
141,1454.4
142,1389.6
143,1260.0
144,1137.6
145,1029.6
146,918.0
147,813.6
148,727.2
149,669.6
150,651.6
151,651.6
152,687.6
153,766.8
154,864.0
155,990.0
156,1134.0
157,1260.0
158,1425.6
159,1530.0
160,1656.0
161,1753.2
162,1792.8
163,1828.8
164,1897.2
165,1897.2
166,1886.4
167,1825.2
168,1764.0
169,1688.4
170,1699.2
171,1634.4
172,1501.2
173,1537.2
174,1490.4
175,1479.6
176,1476.0
177,1551.6
178,1515.6
179,1515.6
180,1522.8
181,1630.8
182,1677.6
183,1688.4
184,1652.4
185,1645.2
186,1656.0
187,1623.6
188,1562.4
189,1447.2
190,1407.6
191,1292.4
192,1148.4
193,1065.6
194,968.4
195,856.8
196,766.8
197,705.6
198,669.6
199,709.2
200,756.0
201,824.4
202,932.4
203,1054.8
204,1231.2
205,1386.0
206,1558.8
207,1663.2
208,1879.2
209,1962.0
210,2041.2
211,2113.2
212,2181.6
213,2149.2
214,2113.2
215,2080.8
216,2034.0
217,1900.8
218,1821.6
219,1756.8
220,1717.2
221,1659.6
222,1605.6
223,1620.0
224,1591.2
225,1584.0
226,1591.2
227,1645.2
228,1594.8
229,1652.4
230,1634.4
231,1706.4
232,1634.4
233,1591.2
234,1634.4
235,1584.0
236,1512.0
237,1418.4
238,1404.0
239,1274.4
240,1162.8
241,1108.8
242,993.6
243,939.6
244,842.4
245,795.6
246,741.6
247,734.4
248,720.0
249,734.4
250,774.0
251,856.8
252,961.2
253,1054.8
254,1159.2
255,1306.8
256,1353.6
257,1530.0
258,1591.2
259,1717.2
260,1756.8
261,1803.6
262,1774.8
263,1821.6
264,1753.2
265,1749.6
266,1742.4
267,1724.4
268,1638.0
269,1648.8
270,1645.2
271,1602.0
272,1623.6
273,1566.0
274,1555.2
275,1648.8
276,1591.2
277,1634.4
278,1616.4
279,1587.6
280,1522.8
281,1504.8
282,1490.4
283,1432.8
284,1296.0
285,1274.4
286,1238.4
287,1130.4
288,1094.4
289,968.4
290,950.4
291,889.2
292,824.4
293,784.8
294,741.6
295,723.6
296,716.4
297,709.2
298,734.4
299,756.0
300,820.8
301,874.8
302,957.6
303,1022.4
304,1126.8
305,1224.0
306,1342.8
307,1472.4
308,1486.8
309,1594.8
310,1641.6
311,1656.0
312,1699.2
313,1648.8
314,1634.4
315,1638.0
316,1612.8
317,1587.6
318,1472.4
319,1468.8
320,1465.2
321,1425.6
322,1450.8
323,1486.8
324,1483.2
325,1504.8
326,1515.6
327,1587.6
328,1555.2
329,1551.6
330,1562.4
331,1522.8
332,1404.0
333,1425.6
334,1303.2
335,1206.0
336,1083.6
337,979.2
338,856.8
339,813.6
340,709.2
341,684.0
342,637.2
343,637.2
344,687.6
345,727.2
346,835.2
347,928.8
348,1076.4
349,1170.0
350,1353.6
351,1515.6
352,1630.8
353,1810.8
354,1857.6
355,1936.8
356,2026.8
357,2001.6
358,1990.8
359,1980.0
360,1926.0
361,1854.0
362,1807.2
363,1728.0
364,1659.6
365,1540.8
366,1483.2
367,1436.4
368,1375.2
369,1407.6
370,1411.2
371,1468.8
372,1472.4
373,1562.4
374,1584.0
375,1598.4
376,1688.4
377,1656.0
378,1684.8
379,1674.0
380,1519.2
381,1490.4
382,1346.4
383,1310.4
384,1170.0
385,1047.6
386,939.6
387,831.6
388,723.6
389,694.8
390,673.2
391,658.8
392,712.8
393,756.0
394,846.0
395,946.8
396,1098.0
397,1202.4
398,1342.8
399,1461.6
400,1544.4
401,1695.6
402,1803.6
403,1789.2
404,1933.2
405,1886.4
