Index,Value
1,67.657
2,68.051
3,68.461
4,68.622
5,68.845
6,68.957
7,68.924
8,68.826
9,68.587
10,68.233
11,67.766
12,67.169
13,66.44
14,65.589
15,64.549
16,63.435
17,62.656
18,61.29
19,60.802
20,60.66
21,60.435
22,60.26
23,60.009
24,61.243
25,61.43
26,62.073
27,63.084
28,63.55
29,64.017
30,64.516
31,64.805
32,65.081
33,65.081
34,65.196
35,64.848
36,64.388
37,64.227
38,63.906
39,63.365
40,63.264
41,63.176
42,63.166
43,63.658
44,63.743
45,64.477
46,65.139
47,65.981
48,66.627
49,67.294
50,67.85
51,68.227
52,68.57
53,68.724
54,68.893
55,68.82
56,68.762
57,68.488
58,68.255
59,67.634
60,67.001
61,66.369
62,65.399
63,64.811
64,63.612
65,63.067
66,62.542
67,61.853
68,61.529
69,60.864
70,60.838
71,61.096
72,61.998
73,62.078
74,62.873
75,63.337
76,63.863
77,64.047
78,64.438
79,64.672
80,64.63
81,64.707
82,64.3
83,64.373
84,64.032
85,63.587
86,63.26
87,62.854
88,62.978
89,62.73
90,62.873
91,63.293
92,63.834
93,64.521
94,65.22
95,65.905
96,66.662
97,67.316
98,67.879
99,68.367
100,68.589
101,68.735
102,68.864
103,68.809
104,68.65
105,68.357
106,67.91
107,67.443
108,66.821
109,66.154
110,65.258
111,64.428
112,63.598
113,62.733
114,62.23
115,61.707
116,61.409
117,61.272
118,61.401
119,61.451
120,61.731
121,61.963
122,62.34
123,63.023
124,63.217
125,63.521
126,63.779
127,64.005
128,64.043
129,64.169
130,64.13
131,64.037
132,63.822
133,63.679
134,63.231
135,63.235
136,62.892
137,63.13
138,63.339
139,63.559
140,64.069
141,64.64
142,65.153
143,65.902
144,66.519
145,67.261
146,67.77
147,68.22
148,68.614
149,68.765
150,68.898
151,68.883
152,68.703
153,68.399
154,67.988
155,67.373
156,66.71
157,65.967
158,64.96
159,64.365
160,63.243
161,62.625
162,61.841
163,61.279
164,61.199
165,61.092
166,61.262
167,61.755
168,62.189
169,62.764
170,63.051
171,63.467
172,63.637
173,64.0
174,64.208
175,64.309
176,64.388
177,64.396
178,64.211
179,63.859
180,63.701
181,63.599
182,63.102
183,62.954
184,62.841
185,62.97
186,63.11
187,63.652
188,64.326
189,64.345
190,65.117
191,65.848
192,66.356
193,67.2
194,67.656
195,68.192
196,68.438
197,68.666
198,68.74
199,68.744
200,68.524
201,68.205
202,67.703
203,67.012
204,66.128
205,65.228
206,63.885
207,63.003
208,61.403
209,60.148
210,59.771
211,59.053
212,59.089
213,59.171
214,59.081
215,59.823
216,60.193
217,60.714
218,61.714
219,62.249
220,62.931
221,63.371
222,63.686
223,63.671
224,63.63
225,63.614
226,63.427
227,63.38
228,63.456
229,63.526
230,63.299
231,63.273
232,63.384
233,63.46
234,63.658
235,64.002
236,64.386
237,64.841
238,65.225
239,65.865
240,66.273
241,66.787
242,67.35
243,67.688
244,68.063
245,68.352
246,68.526
247,68.582
248,68.631
249,68.55
250,68.395
251,68.105
252,67.736
253,67.207
254,66.534
255,66.018
256,65.216
257,64.395
258,63.525
259,62.942
260,62.623
261,62.314
262,62.029
263,61.752
264,61.861
265,62.135
266,62.356
267,62.379
268,63.144
269,63.201
270,63.112
271,63.41
272,63.649
273,63.341
274,63.424
275,63.327
276,63.201
277,63.405
278,63.526
279,63.667
280,63.995
281,64.321
282,64.673
283,64.949
284,65.318
285,65.889
286,66.382
287,66.667
288,67.053
289,67.463
290,67.707
291,67.93
292,68.187
293,68.353
294,68.515
295,68.621
296,68.637
297,68.645
298,68.609
299,68.467
300,68.285
301,67.984
302,67.571
303,67.173
304,66.654
305,66.184
306,65.313
307,64.82
308,64.073
309,63.474
310,63.408
311,62.835
312,62.912
313,63.042
314,63.184
315,63.425
316,63.831
317,63.911
318,64.259
319,64.495
320,64.767
321,64.831
322,64.621
323,64.729
324,64.533
325,64.069
326,63.981
327,63.914
328,63.853
329,63.654
330,63.977
331,64.414
332,64.568
333,65.297
334,65.714
335,66.446
336,67.01
337,67.586
338,68.017
339,68.406
340,68.605
341,68.839
342,68.889
343,68.913
344,68.735
345,68.519
346,68.114
347,67.728
348,66.98
349,66.339
350,65.383
351,64.299
352,63.574
353,62.362
354,61.355
355,60.904
356,60.568
357,59.859
358,60.452
359,59.876
360,60.841
361,61.803
362,62.118
363,62.999
364,63.337
365,64.209
366,64.443
367,64.757
368,65.061
369,65.0
370,65.055
371,64.857
372,64.396
373,64.003
374,63.79
375,63.457
376,62.959
377,63.0
378,62.939
379,63.287
380,63.908
381,64.285
382,65.049
383,65.713
384,66.461
385,67.163
386,67.794
387,68.255
388,68.569
389,68.748
390,68.85
391,68.846
392,68.752
393,68.422
394,68.138
395,67.628
396,67.071
397,66.287
398,65.555
399,64.613
400,63.824
401,63.272
402,62.04
403,61.362
404,61.4
405,60.962
406,61.098
407,61.219
408,61.658
409,62.042
410,62.605
411,63.011
412,63.433
413,64.077
414,64.485
415,64.582
416,64.56
417,64.732
418,64.339
419,64.269
420,63.878
421,63.262
422,63.24
423,62.696
424,62.663
425,62.646
426,62.796
427,62.961
428,63.676
429,64.476
430,65.255
431,66.053
432,66.591
433,67.318
434,67.895
435,68.296
436,68.587
437,68.752
438,68.843
439,68.8
440,68.659
441,68.302
442,67.959
443,67.352
444,66.698
445,65.987
446,65.128
447,64.24
448,63.509
449,62.708
450,61.937
451,61.652
452,60.618
453,60.975
454,61.029
455,61.346
456,61.374
457,61.663
458,62.392
459,62.404
460,62.819
461,63.194
462,63.676
463,63.738
464,64.042
465,63.972
466,63.995
467,63.898
468,63.733
469,63.379
470,63.25
471,63.034
472,62.763
473,62.911
474,63.088
