Timestamp,Index,Link_16,Link_4,Link_5,Link_17,Link_29,Link_15,Link_7,Link_6,Link_14,Link_28,Link_10,Link_2,Link_3,Link_11,Link_13,Link_1,Link_12,Link_23,Link_22,Link_34,Link_20,Link_21,Link_31,Link_25,Link_19,Link_18,Link_24,Link_30,Link_26,Link_32,Link_8,Link_9,Link_33,Link_27
2017-01-01 00:00:00,1,57.6,1256.4,1130.4,-198.0,118.8,14.4,691.2,961.2,54.0,10.8,313.2,3211.2,1278.0,244.8,140.4,3330.0,140.4,867.6,90.0,165.6,1339.2,259.2,-3.6,406.8,-475.2,-468.0,532.8,57.6,-216.0,-46.8,622.8,536.4,61.2,-57.6
2017-01-01 00:30:00,2,50.4,1141.2,1018.8,-183.6,100.8,14.4,597.6,867.6,50.4,10.8,277.2,2865.6,1162.8,212.4,118.8,2980.8,122.4,774.0,86.4,140.4,1195.2,248.4,0.0,352.8,-403.2,-396.0,475.2,54.0,-190.8,-43.2,543.6,471.6,57.6,-43.2
2017-01-01 01:00:00,3,50.4,1033.2,928.8,-154.8,93.6,14.4,540.0,792.0,50.4,14.4,255.6,2628.0,1051.2,198.0,104.4,2736.0,115.2,712.8,79.2,133.2,1101.6,223.2,3.6,334.8,-385.2,-378.0,428.4,46.8,-180.0,-32.4,486.0,421.2,46.8,-36.0
2017-01-01 01:30:00,4,36.0,946.8,842.4,-140.4,79.2,10.8,489.6,716.4,39.6,7.2,230.4,2372.4,964.8,183.6,90.0,2458.8,108.0,615.6,68.4,115.2,975.6,208.8,0.0,284.4,-349.2,-342.0,370.8,43.2,-151.2,-32.4,442.8,381.6,43.2,-39.6
2017-01-01 02:00:00,5,39.6,849.6,756.0,-126.0,79.2,14.4,442.8,630.0,39.6,18.0,205.2,2199.6,867.6,158.4,82.8,2293.2,97.2,604.8,64.8,115.2,946.8,201.6,-3.6,266.4,-313.2,-306.0,349.2,39.6,-133.2,-32.4,403.2,349.2,43.2,-25.2
2017-01-01 02:30:00,6,32.4,831.6,741.6,-122.4,75.6,18.0,421.2,622.8,39.6,18.0,190.8,2098.8,846.0,144.0,72.0,2181.6,90.0,579.6,57.6,111.6,874.8,180.0,-3.6,259.2,-302.4,-295.2,342.0,36.0,-129.6,-32.4,381.6,320.4,43.2,-25.2
2017-01-01 03:00:00,7,36.0,817.2,734.4,-122.4,75.6,14.4,417.6,622.8,39.6,14.4,190.8,2091.6,831.6,147.6,79.2,2178.0,90.0,565.2,61.2,100.8,874.8,183.6,-0.0,255.6,-306.0,-298.8,342.0,36.0,-136.8,-32.4,381.6,331.2,39.6,-28.8
2017-01-01 03:30:00,8,36.0,889.2,788.4,-129.6,79.2,14.4,446.4,662.4,43.2,10.8,205.2,2257.2,907.2,162.0,82.8,2343.6,97.2,601.2,68.4,118.8,936.0,205.2,3.6,277.2,-334.8,-331.2,360.0,43.2,-140.4,-32.4,406.8,345.6,43.2,-32.4
2017-01-01 04:00:00,9,32.4,975.6,885.6,-147.6,86.4,18.0,507.6,752.4,46.8,7.2,234.0,2455.2,993.6,180.0,97.2,2556.0,104.4,651.6,64.8,122.4,997.2,198.0,-0.0,306.0,-378.0,-370.8,399.6,43.2,-165.6,-32.4,460.8,392.4,43.2,-43.2
2017-01-01 04:30:00,10,43.2,1087.2,975.6,-165.6,100.8,10.8,579.6,820.8,46.8,7.2,262.8,2772.0,1108.8,205.2,111.6,2887.2,118.8,741.6,79.2,144.0,1152.0,244.8,-3.6,345.6,-414.0,-403.2,450.0,50.4,-176.4,-39.6,522.0,453.6,54.0,-43.2
2017-01-01 05:00:00,11,54.0,1231.2,1105.2,-180.0,111.6,18.0,640.8,936.0,54.0,14.4,291.6,3114.0,1252.8,219.6,126.0,3236.4,129.6,842.4,90.0,158.4,1281.6,252.0,-0.0,388.8,-471.6,-460.8,514.8,61.2,-208.8,-50.4,572.4,496.8,64.8,-46.8
2017-01-01 05:30:00,12,54.0,1350.0,1220.4,-208.8,122.4,18.0,752.4,1040.4,57.6,7.2,338.4,3452.4,1378.8,259.2,147.6,3596.4,140.4,918.0,93.6,176.4,1411.2,284.4,3.6,442.8,-529.2,-518.4,565.2,68.4,-237.6,-50.4,676.8,590.4,64.8,-61.2
2017-01-01 06:00:00,13,61.2,1533.6,1404.0,-252.0,147.6,25.2,849.6,1191.6,72.0,18.0,388.8,3988.8,1566.0,298.8,172.8,4147.2,165.6,1072.8,104.4,219.6,1659.6,320.4,3.6,525.6,-604.8,-594.0,680.4,79.2,-273.6,-57.6,759.6,669.6,75.6,-61.2
2017-01-01 06:30:00,14,75.6,1782.0,1620.0,-291.6,162.0,25.2,993.6,1350.0,72.0,10.8,453.6,4507.2,1818.0,345.6,198.0,4694.4,194.4,1213.2,126.0,226.8,1846.8,349.2,7.2,583.2,-669.6,-658.8,752.4,90.0,-320.4,-64.8,889.2,781.2,86.4,-82.8
2017-01-01 07:00:00,15,75.6,1933.2,1756.8,-327.6,183.6,32.4,1076.4,1479.6,90.0,18.0,478.8,4975.2,1976.4,367.2,226.8,5155.2,198.0,1339.2,140.4,270.0,2048.4,388.8,3.6,669.6,-763.2,-748.8,846.0,100.8,-356.4,-68.4,957.6,838.8,90.0,-93.6
2017-01-01 07:30:00,16,79.2,2127.6,1904.4,-345.6,201.6,39.6,1170.0,1616.4,97.2,18.0,525.6,5425.2,2174.4,388.8,244.8,5637.6,201.6,1461.6,136.8,284.4,2188.8,396.0,10.8,734.4,-860.4,-846.0,939.6,111.6,-403.2,-75.6,1051.2,925.2,100.8,-100.8
2017-01-01 08:00:00,17,97.2,2268.0,2055.6,-381.6,212.4,25.2,1274.4,1735.2,93.6,18.0,576.0,5774.4,2314.8,432.0,262.8,6012.0,237.6,1569.6,154.8,313.2,2376.0,421.2,7.2,770.4,-860.4,-842.4,986.4,118.8,-406.8,-79.2,1130.4,997.2,108.0,-111.6
2017-01-01 08:30:00,18,90.0,2505.6,2286.0,-403.2,234.0,21.6,1404.0,1933.2,93.6,0.0,655.2,6314.4,2556.0,486.0,273.6,6555.6,259.2,1666.8,165.6,327.6,2527.2,464.4,3.6,820.8,-968.4,-950.4,1072.8,115.2,-435.6,-86.4,1245.6,1098.0,115.2,-126.0
2017-01-01 09:00:00,19,118.8,2599.2,2343.6,-417.6,237.6,14.4,1454.4,1983.6,90.0,10.8,655.2,6451.2,2653.2,493.2,288.0,6699.6,270.0,1742.4,180.0,334.8,2574.0,482.4,7.2,856.8,-961.2,-943.2,1094.4,133.2,-468.0,-97.2,1292.4,1123.2,126.0,-133.2
2017-01-01 09:30:00,20,122.4,2646.0,2404.8,-417.6,248.4,25.2,1515.6,2034.0,104.4,32.4,684.0,6728.4,2692.8,518.4,302.4,6998.4,270.0,1810.8,183.6,370.8,2754.0,522.0,10.8,903.6,-1029.6,-1008.0,1177.2,144.0,-478.8,-93.6,1353.6,1180.8,126.0,-115.2
2017-01-01 10:00:00,21,115.2,2703.6,2448.0,-403.2,244.8,25.2,1490.4,2052.0,104.4,18.0,709.2,6868.8,2754.0,547.2,295.2,7128.0,291.6,1839.6,183.6,345.6,2772.0,478.8,10.8,878.4,-1072.8,-1051.2,1152.0,133.2,-471.6,-97.2,1339.2,1188.0,129.6,-126.0
2017-01-01 10:30:00,22,118.8,2664.0,2412.0,-439.2,255.6,43.2,1494.0,2048.4,118.8,43.2,658.8,6832.8,2718.0,504.0,309.6,7102.8,270.0,1854.0,169.2,360.0,2815.2,496.8,-0.0,918.0,-1040.4,-1022.4,1188.0,133.2,-500.4,-93.6,1321.2,1166.4,126.0,-126.0
2017-01-01 11:00:00,23,111.6,2685.6,2448.0,-435.6,255.6,21.6,1476.0,2070.0,100.8,21.6,658.8,6746.4,2743.2,504.0,295.2,6994.8,273.6,1846.8,165.6,363.6,2750.4,475.2,-7.2,885.6,-1000.8,-979.2,1177.2,133.2,-468.0,-108.0,1303.2,1148.4,140.4,-108.0
2017-01-01 11:30:00,24,111.6,2610.0,2365.2,-428.4,244.8,36.0,1450.8,1994.4,108.0,36.0,655.2,6624.0,2667.6,496.8,295.2,6868.8,288.0,1814.4,169.2,338.4,2710.8,496.8,3.6,878.4,-986.4,-968.4,1134.0,133.2,-486.0,-100.8,1288.8,1141.2,126.0,-111.6
2017-01-01 12:00:00,25,104.4,2512.8,2257.2,-399.6,237.6,18.0,1432.8,1926.0,97.2,7.2,666.0,6336.0,2566.8,496.8,284.4,6577.2,284.4,1695.6,144.0,342.0,2556.0,457.2,0.0,838.8,-979.2,-961.2,1058.4,122.4,-446.4,-97.2,1274.4,1119.6,126.0,-133.2
2017-01-01 12:30:00,26,97.2,2379.6,2149.2,-388.8,226.8,21.6,1360.8,1810.8,93.6,3.6,622.8,6048.0,2426.4,468.0,277.2,6271.2,255.6,1620.0,158.4,320.4,2473.2,442.8,-0.0,799.2,-936.0,-918.0,1040.4,118.8,-428.4,-86.4,1216.8,1076.4,118.8,-122.4
2017-01-01 13:00:00,27,90.0,2246.4,2016.0,-363.6,216.0,39.6,1263.6,1713.6,104.4,25.2,568.8,5763.6,2293.2,439.2,266.4,5965.2,230.4,1580.4,151.2,316.8,2347.2,410.4,10.8,784.8,-918.0,-900.0,1004.4,122.4,-421.2,-90.0,1126.8,993.6,115.2,-108.0
2017-01-01 13:30:00,28,97.2,2142.0,1947.6,-331.2,205.2,21.6,1202.4,1641.6,86.4,25.2,550.8,5382.0,2185.2,424.8,237.6,5580.0,241.2,1447.2,147.6,298.8,2188.8,399.6,-0.0,730.8,-831.6,-817.2,932.4,111.6,-385.2,-86.4,1080.0,946.8,111.6,-100.8
2017-01-01 14:00:00,29,97.2,2044.8,1846.8,-338.4,194.4,25.2,1105.2,1533.6,86.4,25.2,500.4,5169.6,2091.6,378.0,237.6,5360.4,208.8,1429.2,133.2,295.2,2124.0,378.0,10.8,702.0,-766.8,-752.4,892.8,104.4,-367.2,-68.4,993.6,867.6,93.6,-97.2
2017-01-01 14:30:00,30,90.0,1994.4,1789.2,-320.4,187.2,10.8,1087.2,1508.4,72.0,10.8,478.8,4932.0,2037.6,356.4,219.6,5133.6,212.4,1335.6,140.4,273.6,2012.4,399.6,-0.0,655.2,-723.6,-709.2,846.0,100.8,-338.4,-82.8,968.4,846.0,104.4,-93.6
2017-01-01 15:00:00,31,72.0,1900.8,1720.8,-306.0,180.0,18.0,1065.6,1472.4,75.6,-0.0,496.8,4816.8,1944.0,378.0,212.4,5007.6,219.6,1278.0,126.0,259.2,1958.4,374.4,3.6,626.4,-745.2,-730.8,806.4,97.2,-327.6,-79.2,957.6,842.4,100.8,-100.8
