Index,Value
1,67.58
2,68.033
3,68.367
4,68.647
5,68.806
6,68.883
7,68.85
8,68.753
9,68.516
10,68.247
11,67.724
12,67.254
13,66.417
14,65.659
15,64.731
16,63.862
17,62.55
18,61.828
19,61.219
20,61.008
21,60.4
22,60.723
23,60.977
24,61.036
25,61.514
26,62.321
27,62.966
28,63.604
29,64.324
30,64.53
31,64.935
32,65.128
33,65.166
34,65.062
35,64.825
36,64.543
37,64.135
38,63.903
39,63.577
40,63.506
41,63.217
42,63.308
43,63.737
44,64.196
45,64.345
46,65.286
47,65.875
48,66.564
49,67.266
50,67.789
51,68.221
52,68.588
53,68.781
54,68.793
55,68.814
56,68.698
57,68.499
58,68.16
59,67.709
60,67.038
61,66.387
62,65.506
63,64.677
64,64.082
65,63.354
66,62.248
67,62.017
68,61.795
69,61.469
70,61.579
71,61.822
72,62.204
73,62.706
74,62.887
75,63.69
76,63.78
77,64.354
78,64.472
79,64.89
80,64.824
81,64.924
82,64.604
83,64.446
84,64.044
85,63.67
86,63.445
87,63.052
88,62.93
89,62.8
90,62.837
91,63.148
92,63.849
93,64.563
94,65.181
95,66.173
96,66.646
97,67.377
98,67.902
99,68.258
100,68.544
101,68.711
102,68.861
103,68.788
104,68.636
105,68.356
106,68.007
107,67.458
108,66.801
109,65.897
110,65.377
111,64.466
112,63.596
113,63.012
114,62.325
115,61.754
116,61.616
117,61.22
118,61.459
119,61.281
120,62.136
121,61.999
122,62.574
123,62.79
124,63.444
125,63.768
126,63.914
127,64.234
128,64.009
129,64.091
130,64.452
131,63.827
132,63.792
133,63.606
134,63.68
135,63.227
136,63.229
137,63.15
138,63.278
139,63.595
140,63.916
141,64.649
142,65.317
143,65.983
144,66.597
145,67.145
146,67.678
147,68.136
148,68.518
149,68.751
150,68.801
151,68.804
152,68.69
153,68.394
154,67.996
155,67.474
156,66.789
157,66.037
158,64.997
159,64.325
160,63.458
161,62.709
162,62.165
163,61.89
164,61.726
165,61.305
166,61.676
167,62.043
168,62.457
169,62.907
170,63.069
171,63.55
172,64.204
173,64.097
174,64.422
175,64.493
176,64.424
177,64.195
178,64.275
179,64.134
180,64.032
181,63.58
182,63.191
183,63.137
184,63.178
185,63.289
186,63.313
187,63.578
188,64.046
189,64.658
190,65.152
191,65.73
192,66.515
193,67.064
194,67.519
195,68.037
196,68.373
197,68.577
198,68.717
199,68.62
200,68.465
201,68.171
202,67.658
203,67.117
204,66.098
205,65.191
206,64.098
207,62.933
208,61.924
209,60.888
210,60.307
211,59.486
212,59.156
213,58.998
214,59.513
215,59.801
216,60.348
217,61.251
218,61.958
219,62.607
220,62.92
221,63.25
222,63.659
223,63.569
224,63.706
225,63.86
226,63.731
227,63.559
228,63.714
229,63.254
230,63.345
231,63.069
232,63.392
233,63.727
234,63.596
235,63.856
236,64.277
237,65.027
238,65.258
239,65.846
240,66.419
241,66.809
242,67.318
243,67.669
244,68.056
245,68.279
246,68.45
247,68.545
248,68.595
249,68.541
250,68.389
251,68.06
252,67.63
253,67.196
254,66.602
255,65.806
256,65.396
257,64.444
258,64.004
259,63.166
260,62.88
261,62.425
262,62.209
263,62.032
264,62.282
265,62.434
266,62.551
267,62.889
268,63.195
269,63.272
270,63.383
271,63.652
272,63.6
273,63.78
274,63.833
275,63.526
276,63.656
277,63.614
278,63.579
279,63.806
280,64.382
281,64.204
282,64.466
283,64.95
284,65.594
285,65.892
286,66.099
287,66.698
288,66.952
289,67.447
290,67.683
291,67.883
292,68.138
293,68.285
294,68.471
295,68.578
296,68.609
297,68.639
298,68.536
299,68.445
300,68.255
301,67.989
302,67.597
303,67.261
304,66.733
305,66.302
306,65.48
307,64.89
308,64.472
309,63.697
310,63.536
311,63.219
312,63.011
313,63.338
314,63.277
315,63.618
316,63.87
317,64.02
318,64.518
319,64.566
320,64.743
321,64.835
322,64.748
323,64.635
324,64.62
325,64.411
326,64.301
327,63.881
328,63.949
329,64.009
330,64.094
331,64.259
332,64.88
333,65.164
334,65.781
335,66.327
336,66.978
337,67.516
338,68.002
339,68.282
340,68.596
341,68.739
342,68.887
343,68.852
344,68.719
345,68.494
346,68.188
347,67.693
348,67.069
349,66.438
350,65.355
351,64.609
352,63.512
353,62.439
354,61.675
355,61.094
356,60.488
357,60.436
358,60.537
359,60.45
360,61.176
361,61.798
362,62.16
363,62.812
364,63.497
365,64.191
366,64.52
367,64.798
368,65.213
369,64.959
370,65.124
371,64.732
372,64.512
373,63.998
374,63.712
375,63.637
376,63.221
377,63.0
378,63.004
379,63.412
380,64.068
381,64.506
382,65.282
383,65.682
384,66.506
385,67.148
386,67.618
387,68.129
388,68.502
389,68.679
390,68.747
391,68.768
