Index,Value
1,67.469
2,67.922
3,68.317
4,68.641
5,68.777
6,68.877
7,68.857
8,68.737
9,68.466
10,68.162
11,67.575
12,66.998
13,66.149
14,65.279
15,64.454
16,63.467
17,61.839
18,61.411
19,60.553
20,60.46
21,59.909
22,60.003
23,59.936
24,60.451
25,61.02
26,61.658
27,62.498
28,63.143
29,63.811
30,64.325
31,64.695
32,64.771
33,64.805
34,64.805
35,64.585
36,64.009
37,63.477
38,63.35
39,63.229
40,63.085
41,62.611
42,62.683
43,63.365
44,63.682
45,63.969
46,65.1
47,65.596
48,66.339
49,67.07
50,67.645
51,68.213
52,68.599
53,68.758
54,68.793
55,68.846
56,68.696
57,68.457
58,68.143
59,67.602
60,66.875
61,66.108
62,65.127
63,64.306
64,63.468
65,62.785
66,61.58
67,61.575
68,61.38
69,60.744
70,61.082
71,61.379
72,61.642
73,62.288
74,62.593
75,63.512
76,63.367
77,63.968
78,64.144
79,64.603
80,64.604
81,64.629
82,64.184
83,64.122
84,63.608
85,62.973
86,63.098
87,62.632
88,61.998
89,61.808
90,62.536
91,62.5
92,63.338
93,64.119
94,64.886
95,65.91
96,66.403
97,67.221
98,67.765
99,68.223
100,68.495
101,68.695
102,68.836
103,68.773
104,68.649
105,68.255
106,67.911
107,67.27
108,66.611
109,65.63
110,65.085
111,64.09
112,63.032
113,62.566
114,61.625
115,61.344
116,61.346
117,60.766
118,60.611
119,60.565
120,61.623
121,61.59
122,62.049
123,62.031
124,63.055
125,63.451
126,63.599
127,64.028
128,63.415
129,63.776
130,63.92
131,63.215
132,63.248
133,62.937
134,63.236
135,62.864
136,62.723
137,62.572
138,62.683
139,62.931
140,63.505
141,64.071
142,65.091
143,65.748
144,66.445
145,67.065
146,67.529
147,68.021
148,68.437
149,68.723
150,68.785
151,68.829
152,68.615
153,68.378
154,67.921
155,67.344
156,66.77
157,65.778
158,64.614
159,63.86
160,62.916
161,62.144
162,61.099
163,61.18
164,61.004
165,60.42
166,61.051
167,61.705
168,61.945
169,62.051
170,62.543
171,63.084
172,63.602
173,63.69
174,64.067
175,64.055
176,64.022
177,63.838
178,63.934
179,63.592
180,63.175
181,63.138
182,62.574
183,62.606
184,62.464
185,62.709
186,62.698
187,63.068
188,63.606
189,64.196
190,64.626
191,65.369
192,66.172
193,66.906
194,67.465
195,67.972
196,68.385
197,68.523
198,68.662
199,68.641
200,68.432
201,68.124
202,67.496
203,67.001
204,65.874
205,64.877
206,63.782
207,62.006
208,61.308
209,59.956
210,59.445
211,58.999
212,58.11
213,58.18
214,58.725
215,59.177
216,59.826
217,60.521
218,61.176
219,62.055
220,62.567
221,62.448
222,63.07
223,63.188
224,63.403
225,63.693
226,63.411
227,63.057
228,62.952
229,62.603
230,62.814
231,62.788
232,63.198
233,63.201
234,63.022
235,63.399
236,63.561
237,64.458
238,64.943
239,65.596
240,66.065
241,66.471
242,67.215
243,67.517
244,67.945
245,68.194
246,68.381
247,68.533
248,68.581
249,68.546
250,68.356
251,67.943
252,67.513
253,67.065
254,66.443
255,65.723
256,64.976
257,64.035
258,63.637
259,62.718
260,62.422
261,62.039
262,61.396
263,61.391
264,61.494
265,61.702
266,62.048
267,62.626
268,62.494
269,62.759
270,63.107
271,63.173
272,63.25
273,63.298
274,63.358
275,63.251
276,63.076
277,63.274
278,63.079
279,63.219
280,63.698
281,63.718
282,63.98
283,64.781
284,65.048
285,65.567
286,65.892
287,66.409
288,66.902
289,67.258
290,67.659
291,67.807
292,68.098
293,68.225
294,68.403
295,68.57
296,68.647
297,68.599
298,68.459
299,68.405
300,68.195
301,67.829
302,67.492
303,67.106
304,66.444
305,66.061
306,65.148
307,64.602
308,64.015
309,63.113
310,63.216
311,62.765
312,62.385
313,62.936
314,62.624
315,62.999
316,63.731
317,63.864
318,64.22
319,64.092
320,64.591
321,64.44
322,64.596
323,64.318
324,64.189
325,63.95
326,63.839
327,63.218
328,63.485
329,63.589
330,63.505
331,63.95
332,64.492
333,64.88
334,65.594
335,66.152
336,66.95
337,67.38
338,67.875
339,68.31
340,68.527
341,68.724
342,68.872
343,68.821
344,68.738
345,68.419
346,68.069
347,67.665
348,66.906
349,66.174
350,65.023
351,64.227
352,62.811
353,62.066
354,60.996
355,60.607
356,59.826
357,59.647
358,59.75
359,59.599
360,60.422
361,61.248
362,61.828
363,62.486
364,63.274
365,63.875
366,64.198
367,64.534
368,64.859
369,64.646
370,64.971
371,64.349
372,64.141
373,63.413
374,63.2
375,62.925
376,62.754
377,62.353
378,62.271
379,62.999
380,63.363
381,64.103
382,64.772
383,65.342
384,66.344
385,66.932
386,67.544
387,68.039
388,68.459
389,68.686
390,68.749
391,68.741
392,68.664
393,68.45
394,67.99
395,67.594
396,66.884
397,66.24
398,64.99
399,64.251
400,63.39
401,62.538
402,61.584
403,61.328
404,60.635
405,60.624
406,60.933
407,61.151
408,61.061
409,61.845
410,62.444
411,62.666
412,63.56
413,63.881
414,64.231
415,64.263
416,64.504
417,64.451
418,63.927
419,63.787
420,63.295
421,63.014
422,62.632
423,62.355
424,62.39
425,62.271
426,62.384
427,62.449
428,63.356
429,64.072
430,64.477
431,65.617
432,66.32
433,67.045
434,67.801
435,68.168
436,68.482
437,68.679
438,68.781
439,68.732
440,68.56
441,68.265
442,67.87
443,67.388
444,66.694
445,65.881
446,64.65
447,63.777
448,63.146
449,62.404
450,60.992
451,60.994
452,60.401
453,60.585
454,60.546
455,60.645
456,61.303
457,61.295
458,61.86
459,62.295
460,62.612
461,63.177
462,63.345
463,63.585
464,63.654
465,63.665
466,63.751
467,63.547
468,63.411
469,63.041
470,62.822
471,62.369
472,62.237
473,62.295
474,62.251
475,62.72
476,63.226
477,63.995
478,64.85
479,65.673
480,66.094
481,66.781
482,67.672
483,68.103
484,68.444
485,68.715
486,68.761
487,68.729
488,68.584
489,68.327
490,67.873
491,67.362
492,66.623
493,65.599
494,64.951
495,63.891
496,62.849
497,62.026
498,61.507
499,60.741
500,60.684
501,60.667
502,60.949
503,61.369
504,61.617
505,62.037
506,62.643
507,62.631
508,63.386
509,63.532
510,63.802
511,63.809
512,64.004
513,63.901
514,64.062
515,63.517
516,63.116
517,62.997
518,62.597
519,62.621
520,62.39
521,62.53
522,62.294
523,62.977
524,63.07
525,63.699
526,64.85
527,65.4
528,66.149
529,66.826
530,67.39
531,67.956
532,68.308
533,68.582
534,68.709
535,68.597
536,68.371
537,68.032
538,67.56
539,66.782
540,65.769
541,64.646
542,63.423
543,62.279
544,60.94
545,59.622
546,58.929
547,58.362
548,57.687
549,58.14
550,58.505
551,59.221
552,59.596
553,60.448
554,61.238
555,61.735
556,62.436
557,62.998
558,63.261
559,62.954
560,63.128
561,63.301
562,63.338
563,62.874
564,62.806
565,62.873
566,62.656
567,62.407
568,62.617
569,63.063
570,62.843
571,63.25
572,63.601
573,64.416
574,64.744
575,65.499
576,65.963
577,66.519
578,67.055
579,67.509
580,67.889
581,68.219
582,68.357
583,68.473
584,68.577
585,68.395
586,68.286
587,67.906
588,67.458
589,66.939
590,66.302
591,65.69
592,64.568
593,63.716
594,63.213
595,62.718
596,62.133
597,61.424
598,60.828
599,61.587
600,61.372
601,61.797
602,62.154
603,62.077
604,62.812
605,62.729
606,62.885
607,62.853
608,62.946
609,62.939
610,62.991
611,63.11
612,62.895
613,62.774
614,63.173
615,63.188
616,63.602
617,63.519
618,64.054
619,64.233
620,64.921
621,65.498
622,65.877
623,66.243
624,66.769
625,67.189
626,67.503
627,67.666
628,68.03
629,68.178
630,68.396
631,68.537
632,68.522
633,68.554
634,68.501
635,68.324
636,68.07
637,67.741
638,67.533
639,66.829
640,66.336
641,65.805
642,65.161
643,64.428
644,63.644
645,62.83
646,63.104
647,62.453
648,62.621
649,62.477
650,62.586
651,62.699
652,63.213
653,63.444
654,63.853
655,64.257
656,64.26
657,64.097
658,64.24
659,64.392
660,63.979
661,63.687
662,63.464
663,63.448
664,63.451
665,63.251
666,63.252
667,63.582
668,64.079
669,64.874
670,65.491
671,65.835
672,66.722
673,67.183
674,67.831
675,68.187
676,68.502
677,68.747
678,68.813
679,68.753
680,68.672
681,68.386
682,68.043
683,67.321
684,66.785
685,65.774
686,64.919
687,63.658
688,62.818
689,61.549
690,61.409
691,59.931
692,59.544
693,59.267
694,59.42
695,59.644
696,59.84
697,61.064
698,61.468
699,62.419
700,62.867
701,63.581
702,64.158
703,64.373
704,64.376
705,64.796
706,64.588
707,64.143
708,63.863
709,63.497
710,62.806
711,62.68
712,62.232
713,62.444
714,62.333
715,62.337
716,63.352
717,63.776
718,64.652
719,65.379
720,66.313
721,66.997
722,67.565
723,68.018
724,68.365
725,68.661
726,68.738
727,68.79
728,68.626
729,68.374
730,68.01
731,67.42
732,66.69
733,65.908
734,64.991
735,64.292
736,63.257
737,62.278
738,60.846
739,60.722
740,60.385
741,60.142
742,60.063
743,60.755
744,60.594
745,61.169
746,62.401
747,63.073
748,63.319
749,63.546
750,64.038
751,64.059
752,64.032
753,64.174
754,63.976
755,63.617
756,63.192
757,62.684
758,62.261
759,62.276
760,61.959
761,61.965
762,61.833
763,62.257
764,62.998
765,63.741
766,64.352
767,65.387
768,66.398
769,67.109
770,67.598
771,68.107
772,68.466
773,68.662
774,68.737
775,68.648
776,68.487
777,68.255
778,67.768
779,67.193
780,66.468
781,65.816
782,64.563
783,63.814
784,62.905
785,61.992
786,61.159
787,60.601
788,60.138
789,59.712
790,60.192
791,60.331
792,60.984
793,60.877
794,61.743
795,61.368
796,62.188
797,62.877
