Index,Value
1,3315.6
2,2995.2
3,2653.2
4,2476.8
5,2257.2
6,2142.0
7,2192.4
8,2289.6
9,2523.6
10,2826.0
11,3218.4
12,3672.0
13,4150.8
14,4658.4
15,5184.0
16,5742.0
17,6105.6
18,6714.0
19,6904.8
20,6958.8
21,7117.2
22,7153.2
23,7196.4
24,6771.6
25,6667.2
26,6382.8
27,5947.2
28,5691.6
29,5497.2
30,5216.4
31,5086.8
32,4946.4
33,4924.8
34,4903.2
35,5043.6
36,5288.4
37,5367.6
38,5554.8
39,5760.0
40,5875.2
41,5922.0
42,5886.0
43,5688.0
44,5616.0
45,5263.2
46,4939.2
47,4392.0
48,4028.4
49,3585.6
50,3182.4
51,2836.8
52,2548.8
53,2368.8
54,2232.0
55,2307.6
56,2354.4
57,2620.8
58,2844.0
59,3312.0
60,3754.8
61,4204.8
62,4734.0
63,5119.2
64,5666.4
65,5911.2
66,6174.0
67,6469.2
68,6627.6
69,6865.2
70,6883.2
71,6796.8
72,6386.4
73,6364.8
74,6022.8
75,5785.2
76,5583.6
77,5508.0
78,5284.8
79,5176.8
80,5205.6
81,5140.8
82,5317.2
83,5320.8
84,5497.2
85,5706.0
86,5878.8
87,5986.8
88,6001.2
89,6048.0
90,6008.4
91,5832.0
92,5580.0
93,5176.8
94,4831.2
95,4482.0
96,3999.6
97,3567.6
98,3150.0
99,2714.4
100,2530.8
101,2361.6
102,2242.8
103,2286.0
104,2480.4
105,2732.4
106,3092.4
107,3463.2
108,3906.0
109,4312.8
110,4838.4
111,5299.2
112,5670.0
113,6073.2
114,6325.2
115,6541.2
116,6696.0
117,6724.8
118,6706.8
119,6660.0
120,6537.6
121,6480.0
122,6256.8
123,6037.2
124,5799.6
125,5731.2
126,5662.8
127,5472.0
128,5461.2
129,5400.0
130,5421.6
131,5475.6
132,5590.8
133,5673.6
134,5821.2
135,5839.2
136,5997.6
137,5961.6
138,5842.8
139,5749.2
140,5475.6
141,5140.8
142,4892.4
143,4507.2
144,4078.8
145,3603.6
146,3240.0
147,2836.8
148,2502.0
149,2350.8
150,2214.0
151,2232.0
152,2390.4
153,2703.6
154,3031.2
155,3513.6
156,3952.8
157,4388.4
158,4989.6
159,5335.2
160,5828.4
161,6148.8
162,6516.0
163,6724.8
164,6760.8
165,6771.6
166,6735.6
167,6498.0
168,6325.2
169,6105.6
170,5958.0
171,5767.2
172,5662.8
173,5475.6
174,5367.6
175,5346.0
176,5284.8
177,5328.0
178,5385.6
179,5583.6
180,5652.0
181,5673.6
182,5950.8
183,5986.8
184,6022.8
185,5958.0
186,5871.6
187,5666.4
188,5356.8
189,5284.8
190,4903.2
191,4521.6
192,4168.8
193,3639.6
194,3312.0
195,2865.6
196,2656.8
197,2437.2
198,2350.8
199,2394.0
200,2577.6
201,2862.0
202,3247.2
203,3747.6
204,4359.6
205,4888.8
206,5547.6
207,6004.8
208,6638.4
209,7113.6
210,7336.8
211,7578.0
212,7639.2
213,7567.2
214,7574.4
215,7300.8
216,7167.6
217,6984.0
218,6548.4
219,6303.6
220,6001.2
221,5828.4
222,5659.2
223,5709.6
224,5655.6
225,5670.0
226,5770.8
227,5778.0
228,5770.8
229,5745.6
230,5832.0
231,5799.6
232,5796.0
233,5796.0
234,5652.0
235,5497.2
236,5263.2
237,5076.0
238,4842.0
239,4492.8
240,4240.8
241,3906.0
242,3538.8
243,3279.6
244,2991.6
245,2728.8
246,2563.2
247,2538.0
248,2484.0
249,2574.0
250,2721.6
251,2959.2
252,3254.4
253,3621.6
254,4093.2
255,4410.0
256,4878.0
257,5288.4
258,5763.6
259,5994.0
260,6159.6
261,6289.2
262,6415.2
263,6498.0
