Index,Value
1,46.8
2,43.2
3,36.0
4,32.4
5,28.8
6,28.8
7,28.8
8,32.4
9,32.4
10,39.6
11,50.4
12,50.4
13,61.2
14,68.4
15,72.0
16,86.4
17,86.4
18,90.0
19,108.0
20,104.4
21,108.0
22,93.6
23,100.8
24,104.4
25,97.2
26,86.4
27,97.2
28,86.4
29,79.2
30,82.8
31,82.8
32,68.4
33,72.0
34,75.6
35,72.0
36,82.8
37,82.8
38,79.2
39,86.4
40,86.4
41,90.0
42,86.4
43,90.0
44,86.4
45,72.0
46,75.6
47,68.4
48,61.2
49,50.4
50,46.8
51,39.6
52,32.4
53,32.4
54,28.8
55,28.8
56,32.4
57,36.0
58,39.6
59,46.8
60,54.0
61,57.6
62,64.8
63,79.2
64,79.2
65,79.2
66,90.0
67,93.6
68,97.2
69,97.2
70,100.8
71,97.2
72,100.8
73,100.8
74,90.0
75,86.4
76,86.4
77,79.2
78,72.0
79,79.2
80,75.6
81,79.2
82,72.0
83,72.0
84,75.6
85,79.2
86,79.2
87,82.8
88,100.8
89,86.4
90,82.8
91,86.4
92,79.2
93,82.8
94,72.0
95,61.2
96,54.0
97,46.8
98,46.8
99,32.4
100,32.4
101,32.4
102,28.8
103,36.0
104,36.0
105,39.6
106,39.6
107,46.8
108,57.6
109,64.8
110,72.0
111,79.2
112,90.0
113,97.2
114,93.6
115,97.2
116,100.8
117,100.8
118,97.2
119,104.4
120,93.6
121,90.0
122,97.2
123,86.4
124,90.0
125,79.2
126,79.2
127,79.2
128,82.8
129,72.0
130,75.6
131,79.2
132,79.2
133,82.8
134,79.2
135,82.8
136,86.4
137,86.4
138,90.0
139,86.4
140,82.8
141,68.4
142,64.8
143,68.4
144,54.0
145,46.8
146,46.8
147,39.6
148,36.0
149,32.4
150,32.4
151,28.8
152,32.4
153,36.0
154,43.2
155,43.2
156,57.6
157,61.2
158,72.0
159,75.6
160,82.8
161,90.0
162,97.2
163,100.8
164,93.6
165,97.2
166,97.2
167,97.2
168,90.0
169,93.6
170,93.6
171,86.4
172,79.2
173,82.8
174,75.6
175,75.6
176,72.0
177,75.6
178,75.6
179,79.2
180,86.4
181,79.2
182,79.2
183,86.4
184,86.4
185,90.0
186,86.4
187,82.8
188,79.2
189,72.0
190,72.0
191,64.8
192,64.8
193,50.4
194,46.8
195,43.2
196,36.0
197,32.4
198,28.8
199,36.0
200,36.0
201,43.2
202,43.2
203,54.0
204,61.2
205,75.6
206,72.0
207,90.0
208,93.6
209,104.4
210,115.2
211,108.0
212,111.6
213,115.2
214,122.4
215,115.2
216,111.6
217,93.6
218,104.4
219,100.8
220,93.6
221,86.4
222,90.0
223,79.2
224,79.2
225,82.8
226,82.8
227,75.6
228,90.0
229,86.4
230,79.2
231,86.4
232,86.4
233,86.4
234,75.6
235,79.2
236,79.2
237,75.6
238,68.4
239,64.8
240,61.2
241,57.6
242,54.0
243,43.2
244,43.2
245,36.0
246,32.4
247,32.4
248,32.4
249,36.0
250,39.6
251,39.6
252,46.8
253,50.4
254,61.2
255,57.6
256,75.6
257,79.2
258,82.8
259,86.4
260,82.8
261,97.2
262,104.4
263,93.6
264,97.2
265,82.8
266,90.0
267,82.8
268,82.8
269,86.4
270,86.4
271,86.4
272,75.6
273,82.8
274,86.4
275,90.0
276,86.4
277,82.8
278,75.6
279,82.8
280,75.6
281,75.6
282,75.6
283,68.4
284,68.4
285,61.2
286,57.6
287,54.0
288,50.4
289,50.4
290,43.2
291,43.2
292,39.6
293,36.0
294,32.4
295,28.8
296,28.8
297,36.0
298,32.4
299,36.0
300,43.2
301,36.0
302,46.8
303,50.4
304,57.6
305,68.4
306,64.8
307,79.2
308,86.4
309,90.0
310,90.0
311,86.4
312,79.2
313,79.2
314,79.2
315,90.0
316,79.2
317,79.2
318,72.0
319,68.4
320,72.0
321,72.0
322,75.6
323,64.8
324,75.6
325,79.2
326,79.2
327,82.8
328,79.2
329,79.2
330,82.8
331,75.6
332,79.2
333,64.8
334,61.2
335,61.2
336,57.6
337,43.2
338,43.2
339,36.0
340,36.0
341,32.4
342,28.8
343,28.8
344,28.8
345,36.0
346,39.6
347,46.8
348,54.0
349,64.8
350,68.4
351,75.6
352,79.2
353,90.0
354,86.4
355,97.2
356,100.8
357,100.8
358,100.8
359,104.4
360,104.4
361,93.6
362,100.8
363,86.4
364,79.2
365,75.6
366,72.0
367,75.6
368,72.0
369,75.6
370,72.0
371,72.0
372,75.6
373,82.8
374,75.6
375,82.8
376,90.0
377,82.8
378,86.4
379,79.2
380,82.8
381,75.6
382,72.0
383,68.4
384,54.0
385,54.0
386,39.6
387,36.0
388,36.0
389,28.8
390,28.8
391,28.8
392,32.4
393,39.6
394,39.6
395,43.2
396,54.0
397,61.2
398,68.4
399,75.6
400,75.6
401,93.6
402,86.4
403,93.6
404,108.0
405,104.4
406,97.2
407,104.4
408,97.2
409,93.6
410,86.4
411,86.4
412,82.8
413,79.2
414,79.2
415,75.6
416,75.6
417,79.2
418,82.8
419,79.2
420,79.2
421,86.4
422,82.8
423,93.6
424,93.6
425,86.4
426,86.4
427,79.2
428,82.8
429,72.0
430,68.4
431,61.2
432,54.0
433,43.2
434,43.2
435,36.0
436,36.0
437,28.8
438,32.4
439,32.4
440,36.0
441,36.0
442,36.0
443,50.4
444,54.0
445,68.4
446,82.8
447,79.2
448,82.8
449,93.6
450,97.2
451,97.2
452,104.4
453,104.4
454,104.4
455,97.2
456,108.0
457,100.8
458,90.0
459,82.8
460,79.2
461,86.4
462,82.8
463,82.8
464,79.2
465,72.0
466,75.6
467,82.8
468,75.6
469,90.0
470,90.0
471,86.4
472,82.8
473,86.4
474,86.4
475,82.8
476,82.8
477,79.2
478,68.4
479,68.4
480,54.0
481,50.4
482,46.8
483,39.6
484,36.0
485,32.4
486,28.8
487,32.4
488,32.4
489,36.0
490,43.2
491,46.8
492,57.6
493,64.8
494,72.0
495,82.8
496,90.0
497,100.8
498,93.6
499,104.4
500,100.8
501,104.4
502,100.8
503,100.8
504,93.6
505,90.0
506,86.4
507,86.4
508,86.4
509,75.6
510,79.2
511,79.2
512,79.2
513,75.6
514,75.6
515,86.4
516,75.6
517,79.2
518,86.4
519,86.4
520,93.6
521,86.4
522,82.8
523,82.8
524,90.0
525,79.2
526,61.2
527,64.8
528,57.6
529,57.6
530,46.8
531,43.2
532,39.6
533,32.4
534,36.0
535,32.4
536,36.0
537,39.6
538,46.8
539,50.4
540,61.2
541,72.0
542,79.2
543,93.6
544,97.2
545,97.2
546,108.0
547,118.8
548,115.2
549,122.4
550,118.8
551,108.0
552,111.6
553,111.6
554,97.2
555,86.4
556,93.6
557,93.6
558,82.8
559,86.4
560,86.4
561,86.4
562,75.6
563,90.0
564,82.8
565,82.8
566,86.4
567,86.4
568,82.8
569,90.0
570,82.8
