Index,Value
1,67.606
2,68.06
3,68.347
4,68.639
5,68.803
6,68.911
7,68.917
8,68.754
9,68.55
10,68.178
11,67.745
12,67.273
13,66.424
14,65.53
15,64.627
16,63.713
17,62.915
18,61.693
19,61.359
20,60.614
21,60.278
22,60.322
23,60.577
24,60.881
25,61.624
26,62.296
27,62.96
28,63.799
29,64.233
30,64.724
31,64.95
32,65.137
33,65.058
34,64.951
35,64.708
36,64.345
37,63.986
38,63.73
39,63.344
40,63.014
41,62.93
42,63.133
43,63.335
44,63.928
45,64.418
46,65.039
47,65.819
48,66.582
49,67.251
50,67.716
51,68.217
52,68.562
53,68.779
54,68.831
55,68.821
56,68.738
57,68.512
58,68.178
59,67.716
60,67.086
61,66.35
62,65.567
63,64.725
64,63.663
65,62.993
66,62.236
67,61.895
68,61.704
69,61.128
70,61.539
71,61.509
72,61.762
73,62.327
74,62.632
75,63.167
76,63.751
77,64.224
78,64.687
79,64.568
80,64.736
81,64.701
82,64.542
83,64.278
84,64.102
85,63.626
86,62.965
87,62.785
88,62.582
89,62.544
90,62.873
91,62.949
92,63.754
93,64.462
94,65.119
95,65.905
96,66.702
97,67.29
98,67.907
99,68.322
100,68.623
101,68.781
102,68.847
103,68.796
104,68.699
105,68.35
106,68.076
107,67.429
108,66.812
109,66.045
110,65.181
111,64.487
112,63.479
113,62.799
114,62.169
115,61.615
116,61.241
117,61.349
118,61.235
119,61.34
120,61.735
121,61.97
122,62.395
123,62.9
124,62.98
125,63.438
126,63.67
127,63.958
128,64.241
129,64.175
130,64.223
131,64.025
132,63.777
133,63.75
134,63.387
135,63.198
136,63.036
137,62.863
138,63.207
139,63.498
140,63.994
141,64.449
142,65.148
143,65.796
144,66.493
145,67.282
146,67.851
147,68.26
148,68.536
149,68.8
150,68.888
151,68.836
152,68.658
153,68.431
154,68.022
155,67.494
156,66.778
157,66.074
158,65.058
159,64.168
160,63.333
161,62.509
162,62.361
163,61.884
164,61.225
165,61.413
166,61.358
167,61.934
168,62.087
169,62.541
170,63.405
171,63.529
172,63.811
173,63.916
174,64.291
175,64.411
176,64.391
177,64.407
178,64.059
179,63.726
180,63.834
181,63.517
182,63.293
183,62.928
184,63.008
185,62.914
186,63.059
187,63.276
188,63.86
189,64.415
190,65.082
191,65.755
192,66.329
193,67.144
194,67.676
195,68.116
196,68.47
197,68.654
198,68.706
199,68.729
200,68.529
201,68.253
202,67.752
203,66.987
204,66.231
205,64.994
206,63.942
207,62.72
208,61.632
209,60.429
210,59.558
211,59.463
212,58.991
213,58.939
214,59.112
215,59.954
216,60.257
217,60.936
218,61.794
219,62.464
220,63.037
221,63.193
222,63.597
223,63.837
224,63.782
225,63.67
226,63.49
227,63.491
228,63.223
229,63.262
230,63.175
231,63.163
232,63.082
233,63.441
234,63.497
235,63.859
236,64.126
237,64.743
238,65.428
239,65.716
240,66.333
241,66.77
242,67.246
243,67.7
244,68.074
245,68.261
246,68.476
247,68.517
248,68.626
249,68.575
250,68.348
251,68.124
252,67.709
253,67.21
254,66.514
255,65.878
256,65.147
257,64.464
258,63.794
259,63.039
260,62.324
261,62.347
262,61.907
263,62.01
264,62.125
265,62.381
266,62.657
267,62.648
268,63.147
269,63.354
270,63.483
271,63.424
272,63.385
273,63.55
274,63.278
275,63.245
276,63.283
277,63.366
278,63.482
279,63.694
280,63.765
281,64.332
282,64.545
283,64.96
284,65.323
285,65.899
286,66.047
287,66.604
288,66.83
289,67.335
290,67.619
291,67.971
292,68.201
293,68.325
294,68.491
295,68.614
296,68.654
297,68.633
298,68.596
299,68.462
300,68.207
301,67.897
302,67.611
303,67.098
304,66.539
305,65.929
306,65.391
307,64.917
308,64.299
309,64.001
310,63.267
311,63.377
312,63.186
313,62.904
314,63.335
315,63.452
316,63.531
317,64.23
318,64.336
319,64.45
320,64.742
321,64.743
322,64.637
323,64.721
324,64.363
325,64.385
326,64.239
327,63.842
328,63.636
329,63.875
330,63.986
331,64.177
332,64.387
333,65.156
334,65.804
335,66.32
336,66.925
337,67.397
338,67.962
339,68.396
340,68.632
341,68.828
342,68.923
343,68.859
344,68.768
345,68.501
346,68.177
347,67.719
348,66.983
349,66.351
350,65.297
351,64.423
352,63.537
353,62.36
354,61.57
355,60.903
356,60.176
357,59.911
358,60.182
359,60.299
360,60.745
361,61.565
362,62.188
363,63.188
364,63.524
365,63.987
366,64.726
367,64.686
368,65.044
369,65.124
370,64.799
371,64.595
372,64.278
373,64.12
374,63.45
375,63.413
376,63.177
377,62.861
378,63.083
379,63.075
380,63.81
381,64.219
382,65.008
383,65.802
384,66.569
385,67.08
386,67.779
387,68.175
388,68.529
389,68.766
390,68.809
391,68.808
392,68.67
393,68.463
394,68.102
395,67.621
396,66.908
397,66.112
398,65.67
399,64.585
400,63.761
401,62.944
402,62.218
403,61.659
404,60.965
405,61.075
406,61.2
407,61.508
408,61.755
409,62.034
410,62.915
411,63.032
412,63.548
413,64.114
414,64.476
415,64.598
416,64.773
417,64.563
418,64.531
419,64.138
420,63.588
421,63.091
422,63.01
423,62.687
424,62.551
425,62.601
426,62.667
427,62.97
428,63.31
429,64.284
430,65.027
431,65.758
432,66.582
433,67.28
434,67.886
435,68.306
436,68.641
437,68.751
438,68.795
439,68.765
440,68.65
441,68.347
442,67.925
443,67.373
444,66.84
445,65.84
446,64.981
447,64.395
448,63.447
449,62.453
450,61.871
451,61.504
452,61.114
453,61.043
454,60.95
455,61.107
456,61.417
457,61.709
458,62.28
459,62.487
460,63.043
461,63.479
462,63.706
463,63.742
464,63.999
465,64.199
466,63.999
467,63.888
468,63.758
469,63.226
470,63.345
471,63.399
472,63.002
473,62.934
474,62.911
475,63.188
476,63.771
